"DR Number","Date Reported","Date Occurred","Time Occurred","Area ID","Area Name","Reporting District","Crime Code","Crime Code Description","MO Codes","Victim Age","Victim Sex","Victim Descent","Premise Code","Premise Description","Weapon Used Code","Weapon Description","Status Code","Crime Code 1","Crime Code 2","Crime Code 3","Crime Code 4","Address","Cross Street","lat","lon"
"182116198","09/11/2018","09/10/2018","1600","21","Topanga","2187","310","BURGLARY","1609 0344","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5200    TENDILLA                     AV","","34.1634","-118.6018"
"182116249","09/13/2018","09/13/2018","1315","21","Topanga","2187","310","BURGLARY","1202 1602 0321 0344","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","21200    LOPEZ                        ST","","34.1618","-118.5931"
"182116351","09/15/2018","09/14/2018","1900","21","Topanga","2162","310","BURGLARY","1606 0321","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22900    CALIFA                       ST","","34.1774","-118.6255"
"182116415","09/17/2018","09/17/2018","0222","21","Topanga","2172","310","BURGLARY","1607 0344 0329 1402 0906","118","","","721","HIGH SCHOOL","","","AA","310","998","","","5400    VALLEY CIRCLE                BL","","34.1684","-118.6426"
"182116560","09/19/2018","09/19/2018","1930","21","Topanga","2173","310","BURGLARY","1300 1309 0352 0382","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5400    FALLBROOK                    AV","","34.1676","-118.6287"
"182116602","09/21/2018","09/21/2018","0215","21","Topanga","2155","310","BURGLARY","0314 1202 1605","118","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","6000    NEVADA                       AV","","34.1792","-118.6088"
"182116734","09/24/2018","09/24/2018","0900","21","Topanga","2185","310","BURGLARY","0344 0352 0321 1402","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","22200    CASS                         AV","","34.1626","-118.6119"
"182116761","09/24/2018","09/23/2018","2000","21","Topanga","2173","310","BURGLARY","1607 1402 0314","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","22800    MARIANO                      ST","","34.1683","-118.6233"
"182116764","09/24/2018","09/23/2018","2100","21","Topanga","2185","310","BURGLARY","0344","118","","","123","PARKING UNDERGROUND/BUILDING","","","AA","310","","","","22000    CLARENDON                    ST","","34.1697","-118.6058"
"182116766","09/24/2018","09/24/2018","1612","21","Topanga","2187","310","BURGLARY","1606 0344 0321","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","21300    VELICATA                     ST","","34.1614","-118.595"
"182116894","09/27/2018","09/27/2018","0300","21","Topanga","2187","310","BURGLARY","1609 0321 0344","118","","","207","BAR/COCKTAIL/NIGHTCLUB","","","IC","310","","","","21000    VENTURA                      BL","","34.1667","-118.5908"
"182116945","09/27/2018","09/27/2018","1926","21","Topanga","2173","310","BURGLARY","1609 0321 0344 0326 0206 0216","118","","","501","SINGLE FAMILY DWELLING","","","AA","310","","","","23100    MARIANO                      ST","","34.1683","-118.6299"
"182117049","09/30/2018","09/26/2018","0800","21","Topanga","2162","310","BURGLARY","1609 0321 0344 1202","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","23000    HATTERAS                     ST","","34.176","-118.6277"
"182117060","09/30/2018","09/01/2018","1400","21","Topanga","2185","310","BURGLARY","0344","117","","","221","PUBLIC STORAGE","","","IC","310","","","","22200    VENTURA                      BL","","34.1688","-118.6103"
"182117072","09/26/2018","09/24/2018","0445","21","Topanga","2185","310","BURGLARY","1607 0344","118","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","22000    CLARENDON                    ST","","34.1697","-118.6058"
"182117073","09/26/2018","09/24/2018","0445","21","Topanga","2185","310","BURGLARY","0344","118","","","123","PARKING UNDERGROUND/BUILDING","","","IC","310","","","","22000    CLARENDON                    ST","","34.1697","-118.6058"
"182117236","10/03/2018","10/03/2018","0715","21","Topanga","2162","310","BURGLARY","0344 0352 1609","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5900    HINTON                       AV","","34.1774","-118.6386"
"182117248","10/04/2018","10/04/2018","0910","21","Topanga","2172","310","BURGLARY","0344","118","","","707","GARAGE/CARPORT","","","IC","310","","","","5400    FENWOOD                      AV","","34.1684","-118.6353"
"182117347","10/05/2018","10/05/2018","1035","21","Topanga","2187","310","BURGLARY","1609 0344 0206 0216","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5000    CATALON                      AV","","34.1604","-118.5884"
"182117368","10/06/2018","10/03/2018","1930","21","Topanga","2161","310","BURGLARY","1609 0321 0344 1202","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24300    JOHNETTA                     ST","","34.1752","-118.6548"
"182117469","10/08/2018","10/08/2018","0900","21","Topanga","2185","310","BURGLARY","0321 0344 1609","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22200    MISTON                       DR","","34.164","-118.6092"
"182117476","10/08/2018","10/08/2018","0800","21","Topanga","2187","310","BURGLARY","1607 0321","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5300    MEDINA                       RD","","34.1657","-118.5988"
"182117576","10/10/2018","10/10/2018","0200","21","Topanga","2161","310","BURGLARY","1307 0314","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","23800    CROSSON                      DR","","34.1749","-118.6459"
"182117586","10/10/2018","09/08/2018","1800","21","Topanga","2177","310","BURGLARY","0344 0352","118","","","707","GARAGE/CARPORT","","","IC","310","","","","21700    MARYLEE                      ST","","34.1753","-118.6015"
"182117622","10/10/2018","10/10/2018","1600","21","Topanga","2187","310","BURGLARY","0344 0352","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5200    CAMPO                        RD","","34.1634","-118.5987"
"182117679","10/12/2018","10/12/2018","1400","21","Topanga","2161","310","BURGLARY","1609 0344 0321","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","6000    COUNTY OAK                   RD","","34.18","-118.6677"
"182118084","10/21/2018","10/19/2018","2200","21","Topanga","2162","310","BURGLARY","0321 1202","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","23400    COLLINS                      ST","","34.1737","-118.6365"
"182118135","10/22/2018","10/19/2018","1630","21","Topanga","2161","310","BURGLARY","0344 1607","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24200    AETNA                        ST","","34.181","-118.6535"
"182118145","10/22/2018","10/22/2018","1500","21","Topanga","2187","310","BURGLARY","0344 0321 1601","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","21300    DUMETZ                       RD","","34.1635","-118.5977"
"182118156","10/23/2018","09/03/2018","1200","21","Topanga","2185","310","BURGLARY","1607 0344 1402","117","","","221","PUBLIC STORAGE","","","IC","310","998","","","22200    VENTURA                      BL","","34.1688","-118.6103"
"182118371","10/27/2018","10/27/2018","0500","21","Topanga","2185","310","BURGLARY","1609 0216 0324","118","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","5300    TOPANGA CANYON               BL","","34.1592","-118.6108"
"182118477","10/29/2018","10/29/2018","0545","21","Topanga","2173","310","BURGLARY","2018 1609 0344","118","","","418","","","","IC","310","","","","23000    VENTURA                      BL","","34.1649","-118.6268"
"182118668","11/01/2018","10/26/2018","0800","21","Topanga","2173","310","BURGLARY","0344","118","","","707","GARAGE/CARPORT","","","IC","310","","","","23000    DEL VALLE                    ST","","34.1639","-118.6269"
"182118703","11/02/2018","11/02/2018","1135","21","Topanga","2177","310","BURGLARY","1402 1609 0321 0344 0206 0216","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","5900    LARAMIE                      AV","","34.1776","-118.5747"
"182118856","11/05/2018","11/05/2018","1520","21","Topanga","2185","310","BURGLARY","1601 0344 0321","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22300    MACFARLANE                   DR","","34.1646","-118.6127"
"182118913","11/06/2018","11/06/2018","2150","21","Topanga","2162","310","BURGLARY","1606 0344 0314","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","23400    COLLINS                      ST","","34.1737","-118.6365"
"182119014","11/08/2018","11/08/2018","1400","21","Topanga","2177","310","BURGLARY","1607 0344","118","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","5500    OWENSMOUTH                   AV","","34.1722","-118.6019"
"182119067","11/10/2018","11/07/2018","0130","21","Topanga","2172","310","BURGLARY","0344 0314","118","","","707","GARAGE/CARPORT","","","IC","310","","","","24100    MARIANO                      ST","","34.1665","-118.651"
"182119069","11/09/2018","11/09/2018","1700","21","Topanga","2172","310","BURGLARY","1601 0344 0321","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5400    FENWOOD                      AV","","34.1684","-118.6353"
"182119070","11/09/2018","11/09/2018","1900","21","Topanga","2162","310","BURGLARY","1609 0321","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","23400    HATTERAS                     ST","","34.1755","-118.6364"
"182119072","11/09/2018","11/09/2018","2035","21","Topanga","2161","310","BURGLARY","1606 0344 0321","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24100    HATTERAS                     ST","","34.1738","-118.6509"
"182119110","11/11/2018","11/11/2018","1630","21","Topanga","2161","310","BURGLARY","1606 0321","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24500    CALVERT                      ST","","34.1826","-118.659"
"182119135","11/11/2018","11/11/2018","0600","21","Topanga","2187","310","BURGLARY","0344","118","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","21900    VENTURA                      BL","","34.1685","-118.6038"
"182119367","11/16/2018","11/16/2018","1420","21","Topanga","2172","310","BURGLARY","1607 0314 2024 0913","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","23300    LADRILLO                     ST","","34.1675","-118.6345"
"182119372","11/17/2018","11/16/2018","2100","21","Topanga","2155","310","BURGLARY","1609 0344 0324","118","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","6200    TOPANGA CANYON               BL","","34.1828","-118.6102"
"182119428","11/19/2018","11/17/2018","2035","21","Topanga","2185","310","BURGLARY","0344 1402 1609","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","4700    AZUCENA                      DR","","34.1542","-118.616"
"182119521","11/21/2018","11/21/2018","0235","21","Topanga","2162","310","BURGLARY","1609","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22800    HATTERAS                     ST","","34.1764","-118.6233"
"182119522","11/20/2018","11/20/2018","1000","21","Topanga","2161","310","BURGLARY","1609 0321","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5600    WILHELMINA                   AV","","34.1723","-118.6476"
"182119585","11/22/2018","11/22/2018","0900","21","Topanga","2155","310","BURGLARY","1601 0344","118","","","707","GARAGE/CARPORT","","","IC","310","","","","6000    POMEGRANATE                  LN","","34.181","-118.6106"
"182119640","11/24/2018","11/15/2018","1100","21","Topanga","2161","310","BURGLARY","0344","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5900    FAIRHAVEN                    AV","","34.1773","-118.656"
"182119666","11/24/2018","11/21/2018","1630","21","Topanga","2187","310","BURGLARY","1609","118","","","406","OTHER STORE","","","IC","310","","","","21200    VENTURA                      BL","","34.1673","-118.5946"
"182119742","11/26/2018","11/26/2018","1830","21","Topanga","2161","310","BURGLARY","0344 0352 1609","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5600    WILHELMINA                   AV","","34.1723","-118.6476"
"182119879","11/30/2018","10/13/2018","2330","21","Topanga","2185","310","BURGLARY","1607 0344","118","","","221","PUBLIC STORAGE","","","IC","310","","","","22200    VENTURA                      BL","","34.1688","-118.6103"
"182119959","11/30/2018","11/29/2018","1330","21","Topanga","2173","310","BURGLARY","0344 0352","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","23100    BERDON                       ST","","34.1714","-118.6296"
"182120102","12/04/2018","12/04/2018","0900","21","Topanga","2161","310","BURGLARY","0344 1609","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5900    MAURY                        AV","","34.1776","-118.6605"
"182120103","12/04/2018","12/04/2018","0830","21","Topanga","2161","310","BURGLARY","0344 1609","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5600    VALLEY CIRCLE                BL","","34.1725","-118.6464"
"182120104","12/04/2018","12/04/2018","0845","21","Topanga","2185","310","BURGLARY","1609 0344","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5100    LLANO                        DR","","34.1615","-118.6111"
"182120105","12/04/2018","12/04/2018","1400","21","Topanga","2185","310","BURGLARY","0352 0344 1609","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5100    LLANO                        DR","","34.1615","-118.6111"
"182120361","12/11/2018","12/10/2018","2200","21","Topanga","2187","310","BURGLARY","1610 0344","118","","","203","OTHER BUSINESS","","","IC","310","998","","","21200    VENTURA                      BL","","34.1673","-118.5946"
"182120362","12/11/2018","12/10/2018","1700","21","Topanga","2187","310","BURGLARY","0344 1609","118","","","203","OTHER BUSINESS","","","IC","310","","","","21200    VENTURA                      BL","","34.1673","-118.5946"
"182120445","12/12/2018","12/12/2018","2305","21","Topanga","2187","310","BURGLARY","1402 1609 2004","118","","","501","SINGLE FAMILY DWELLING","","","AA","310","998","","","21300    AVENUE SAN LUIS","","34.1657","-118.5959"
"182120496","12/13/2018","12/09/2018","1900","21","Topanga","2161","310","BURGLARY","1606 0344","118","","","707","GARAGE/CARPORT","","","IC","310","","","","23700    AETNA                        ST","","34.1801","-118.6434"
"182120520","12/13/2018","12/13/2018","1030","21","Topanga","2177","310","BURGLARY","0344 0352 0321","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","21500    BURBANK                      BL","","34.1733","-118.599"
"182120524","12/13/2018","12/13/2018","1430","21","Topanga","2177","310","BURGLARY","0344 0321 1606","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","21500    BURBANK                      BL","","34.1733","-118.599"
"182120551","12/14/2018","12/14/2018","2150","21","Topanga","2187","310","BURGLARY","0344 0352","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","21900    DE LA OSA                    ST","","34.1594","-118.6045"
"182120562","12/14/2018","12/14/2018","1530","21","Topanga","2185","310","BURGLARY","1202 1606 0321","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5200    CALDERON                     RD","","34.1662","-118.6165"
"182120767","12/19/2018","12/19/2018","0115","21","Topanga","2175","310","BURGLARY","1609 0321","118","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","22600    VENTURA                      BL","","34.1675","-118.6189"
"182120804","12/20/2018","12/19/2018","1843","21","Topanga","2155","310","BURGLARY","0344 0377 0352 1402","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","22300    ERWIN                        ST","","34.1829","-118.6136"
"182120860","12/21/2018","12/18/2018","1700","21","Topanga","2175","310","BURGLARY","0344","118","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","22100    BURBANK                      BL","","34.172","-118.6084"
"182120879","12/21/2018","12/20/2018","2045","21","Topanga","2155","310","BURGLARY","1606 0344 0321","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22200    VICTORY                      BL","","34.1865","-118.6103"
"182120880","12/21/2018","12/20/2018","2045","21","Topanga","2155","310","BURGLARY","1606 0321","118","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","22200    VICTORY                      BL","","34.1865","-118.6103"
"182120910","12/22/2018","12/22/2018","0930","21","Topanga","2177","310","BURGLARY","1609","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20400    MIRANDA                      ST","","34.1741","-118.5777"
"182121009","12/25/2018","12/25/2018","1500","21","Topanga","2175","310","BURGLARY","0344 0352 0314","118","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","22100    BURBANK                      BL","","34.172","-118.6084"
"192104051","01/02/2019","12/31/2018","1600","21","Topanga","2173","310","BURGLARY","1609 0344","118","","","203","OTHER BUSINESS","","","IC","310","","","","22900    VENTURA                      BL","","34.1653","-118.6256"
"192104102","01/04/2019","01/03/2018","2200","21","Topanga","2173","310","BURGLARY","1402 1609 0321","117","","","210","RESTAURANT/FAST FOOD","","","IC","310","998","","","22900    VENTURA                      BL","","34.1653","-118.6256"
"192104180","01/05/2019","01/04/2019","1600","21","Topanga","2185","310","BURGLARY","0344","118","","","410","MEMBERSHIP STORE (COSTCO,SAMS CLUB)*","","","IC","310","","","","22200    YBARRA                       RD","","34.1544","-118.6098"
"192104183","01/04/2019","01/04/2019","1744","21","Topanga","2161","310","BURGLARY","1609 0344","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5900    NORA LYNN                    DR","","34.1774","-118.6652"
"192104226","01/07/2019","01/03/2019","0830","21","Topanga","2155","310","BURGLARY","0344","118","","","507","CONDOMINIUM/TOWNHOUSE","","","IC","310","480","","","6000    CRAPE MYRTLE                 CT","","34.1809","-118.6121"
"192104230","01/07/2019","01/07/2019","0249","21","Topanga","2187","310","BURGLARY","1609","118","","","203","OTHER BUSINESS","","","IC","310","","","","21800    VENTURA                      BL","","34.1684","-118.6021"
"192104346","01/09/2019","01/09/2019","1800","21","Topanga","2185","310","BURGLARY","1609 0321 0206 0216","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22300    MACFARLANE                   DR","","34.1646","-118.6127"
"192104371","01/09/2019","01/09/2019","0945","21","Topanga","2175","310","BURGLARY","0344","118","","","707","GARAGE/CARPORT","","","IC","310","","","","22500    DEL VALLE                    ST","","34.167","-118.6169"
"192104372","01/08/2019","01/07/2019","1600","21","Topanga","2172","310","BURGLARY","0344","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5400    BLANCO                       AV","","34.1683","-118.6526"
"192104373","01/08/2019","01/07/2019","2045","21","Topanga","2172","310","BURGLARY","0344","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","23700    LUND                         ST","","34.1665","-118.6426"
"192104374","01/10/2019","01/09/2019","1900","21","Topanga","2187","310","BURGLARY","0344 1609","118","","","203","OTHER BUSINESS","","","IC","310","","","","21600    VENTURA                      BL","","34.1682","-118.5998"
"192104396","01/11/2019","08/25/2018","2000","21","Topanga","2185","310","BURGLARY","1607 0344 1202","117","","","221","PUBLIC STORAGE","","","IC","310","","","","22200    VENTURA                      BL","","34.1688","-118.6103"
"192104433","01/11/2019","01/09/2019","1030","21","Topanga","2187","310","BURGLARY","1402 1607 0344","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","5200    CATALON                      AV","","34.1647","-118.5898"
"192104528","01/14/2019","01/14/2019","0715","21","Topanga","2155","310","BURGLARY","0344 1606 0314","118","","","707","GARAGE/CARPORT","","","IC","310","","","","6100    PERIWINKLE                   WY","","34.1822","-118.6109"
"192104625","01/15/2019","01/15/2019","1300","21","Topanga","2185","310","BURGLARY","1609 0344 0352","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22200    MISTON                       DR","","34.164","-118.6092"
"192104637","01/16/2019","01/01/2019","1300","21","Topanga","2173","310","BURGLARY","0344","118","","","707","GARAGE/CARPORT","","","IC","310","","","","23200    GONZALES                     DR","","34.1657","-118.6321"
"192104674","01/16/2019","01/16/2019","1100","21","Topanga","2161","310","BURGLARY","1609 0344 0352 0321","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24300    CLIPSTONE                    ST","","34.178","-118.6551"
"192104712","01/17/2019","01/16/2019","1930","21","Topanga","2177","310","BURGLARY","0344","118","","","203","OTHER BUSINESS","","","IC","310","","","","21300    OXNARD                       ST","","34.1793","-118.5959"
"192104748","01/17/2019","01/17/2019","0845","21","Topanga","2161","310","BURGLARY","1609 0321 0344 1202","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5600    OSTIN                        AV","","34.1722","-118.6527"
"192104779","01/18/2019","01/13/2019","1900","21","Topanga","2187","310","BURGLARY","0344 0352","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","4900    ALHAMA                       DR","","34.1582","-118.5932"
"192104783","01/19/2019","01/18/2019","1500","21","Topanga","2177","310","BURGLARY","0321 0344 1607","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20500    CALIFA                       ST","","34.1763","-118.5799"
"192104791","01/19/2019","01/18/2019","1400","21","Topanga","2161","310","BURGLARY","1609 0321 0344","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","6100    LOCKHURST                    DR","","34.1813","-118.648"
"192104818","01/19/2019","01/16/2019","1500","21","Topanga","2161","310","BURGLARY","0344 0352 0321 1609","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24600    EILAT                        ST","","34.1786","-118.661"
"192104897","01/21/2019","01/20/2019","2130","21","Topanga","2187","310","BURGLARY","1602 0344 0321","118","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","21600    VENTURA                      BL","","34.1682","-118.5998"
"192104942","01/22/2019","01/22/2019","1815","21","Topanga","2172","310","BURGLARY","1609 0344 0321","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5200    ORRVILLE                     AV","","34.1648","-118.6451"
"192104959","01/22/2019","01/22/2019","1750","21","Topanga","2161","310","BURGLARY","1609 0344","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","6100    PAT                          AV","","34.1816","-118.6585"
"192104997","01/23/2019","01/23/2019","1600","21","Topanga","2161","310","BURGLARY","1609 0344","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5600    WILHELMINA                   AV","","34.1723","-118.6476"
"192105001","01/23/2019","01/23/2019","1955","21","Topanga","2161","310","BURGLARY","1609 0344","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24700    ELIAT                        ST","","34.1774","-118.6543"
"192105005","01/24/2019","01/24/2019","0315","21","Topanga","2175","310","BURGLARY","1607","118","","","301","GAS STATION","","","IC","310","","","","22400    VENTURA                      BL","","34.1688","-118.6145"
"192105013","01/23/2019","01/18/2019","2200","21","Topanga","2161","310","BURGLARY","1609 0344","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5500    PATTILAR                     AV","","34.1712","-118.6505"
"182112351","06/22/2018","06/21/2018","0845","21","Topanga","2161","310","BURGLARY","0344 1609","37","M","O","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24100    CALIFA                       ST","","34.1778","-118.6523"
"182116250","09/13/2018","09/13/2018","1140","21","Topanga","2173","310","BURGLARY","1609 0321 0344 0382","48","F","O","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22900    OSTRONIC                     DR","","34.1672","-118.6255"
"192105068","01/25/2019","01/24/2019","1515","21","Topanga","2161","310","BURGLARY","1609 0344 1202 0321","61","M","O","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24600    CALVERT                      ST","","34.1833","-118.6615"
"192105283","01/29/2019","01/29/2019","1515","21","Topanga","2187","310","BURGLARY","1607 0344 0321","60","F","O","501","SINGLE FAMILY DWELLING","","","IC","310","","","","21100    AVENUE SAN LUIS","","34.1651","-118.5928"
"192105334","01/30/2019","01/29/2019","1900","21","Topanga","2173","310","BURGLARY","1609 0344 0321","56","M","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5700    VANESSA                      CT","","34.1738","-118.6252"
"172104238","01/04/2017","03/01/2014","1200","21","Topanga","2175","310","BURGLARY","0344 0352","65","F","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5500    FALLBROOK                    AV","","34.1701","-118.6233"
